Gene ID	Associated Gene Name	EntrezGene ID
ENSMUSG00000083700	Gm2986	
ENSMUSG00000087100	Gm14641	
ENSMUSG00000072774	Zfp951	626391
ENSMUSG00000094813	Gm20777	665687
ENSMUSG00000094813	Gm20777	665918
ENSMUSG00000094813	Gm20777	100042565
ENSMUSG00000094813	Gm20777	100862366
ENSMUSG00000061875	Olfr1148	258220
ENSMUSG00000078592	Gm4609	
ENSMUSG00000020358	Hnrnpab	15384
ENSMUSG00000097421	D630011A20Rik	
ENSMUSG00000067578	Cbln4	228942
ENSMUSG00000082982	Olfr1149-ps1	
ENSMUSG00000104170	Gm37702	
ENSMUSG00000010435	Spaca7	78634
ENSMUSG00000070853	Olfr1120	
ENSMUSG00000103495	Gm37409	
ENSMUSG00000102664	Gm38380	
ENSMUSG00000089814	Gm15310	
ENSMUSG00000102639	Gm38223	
ENSMUSG00000019320	Noxo1	71893
ENSMUSG00000022898	Dscr3	13185
ENSMUSG00000100345	Gm29418	
ENSMUSG00000100418	Gm28239	
ENSMUSG00000101589	Rbm6-ps1	
ENSMUSG00000087409	Gm14271	
ENSMUSG00000103506	Gm38376	
ENSMUSG00000047039	Olfr1151	258631
ENSMUSG00000101387	Pced1c-ps	
ENSMUSG00000083793	Gm14274	
ENSMUSG00000102048	Gm6075	
ENSMUSG00000099804	Gm28497	
ENSMUSG00000005886	Ncoa2	17978
ENSMUSG00000038537	Mc3r	17201
ENSMUSG00000100354	Gm29113	
ENSMUSG00000045225	Olfr1152	258103
ENSMUSG00000076750	Tcrg-V3	
ENSMUSG00000097231	Gm26852	
ENSMUSG00000066366	Serpina1a	20700
ENSMUSG00000066366	Serpina1a	20703
ENSMUSG00000087365	C430049B03Rik	
ENSMUSG00000103560	Gm38070	
ENSMUSG00000047675	Rps8	20116
ENSMUSG00000085949	Gm14275	
ENSMUSG00000043140	Tmem186	66690
ENSMUSG00000082056	Gm13745	
ENSMUSG00000103236	Gm37157	
ENSMUSG00000030400	Ercc2	13871
ENSMUSG00000085905	Gm14273	
ENSMUSG00000082433	Gm9025	
ENSMUSG00000109034	Gm44960	
ENSMUSG00000107310	Gm7452	
ENSMUSG00000110060	Gm9860	
ENSMUSG00000048197	Olfr1153	258633
ENSMUSG00000018919	Tm4sf5	75604
ENSMUSG00000022711	Pmm2	54128
ENSMUSG00000029837	1700111E14Rik	
ENSMUSG00000104630	Trgj3	
ENSMUSG00000027495	Fam210b	67017
ENSMUSG00000075146	Olfr1154	258641
ENSMUSG00000022940	Pigp	56176
ENSMUSG00000098154	Gm5787	
ENSMUSG00000087172	Gm12153	
ENSMUSG00000100802	Gm20889	
ENSMUSG00000038665	Dgki	320127
ENSMUSG00000030838	Ush1c	72088
ENSMUSG00000020085	Aifm2	71361
ENSMUSG00000074873	AI606181	
ENSMUSG00000020359	Phykpl	72947
ENSMUSG00000054999	Naaladl1	381204
ENSMUSG00000099954	Gm28112	
ENSMUSG00000081431	Gm15483	
ENSMUSG00000042289	Hsd3b7	101502
ENSMUSG00000075145	Olfr1155	258636
ENSMUSG00000109635	Gm45670	
ENSMUSG00000025997	Ikzf2	22779
ENSMUSG00000067780	Pi15	94227
ENSMUSG00000021591	Glrx	93692
ENSMUSG00000030979	Uros	22276
ENSMUSG00000075144	Olfr1156	258814
ENSMUSG00000042761	Mrap2	244958
ENSMUSG00000027496	Aurka	20878
ENSMUSG00000040688	Tbl3	213773
ENSMUSG00000027912	Lce1m	66203
ENSMUSG00000108612	Gm44634	
ENSMUSG00000049643	2310022A10Rik	66367
ENSMUSG00000075143	Olfr1157	258846
ENSMUSG00000100053	Gm28154	
ENSMUSG00000094693	Gm4726	
ENSMUSG00000097982	Scgb2b12	668379
ENSMUSG00000109977	Gm19140	
ENSMUSG00000078212	Gm3757	
ENSMUSG00000075142	Olfr74	117005
ENSMUSG00000099482	Gm28955	
ENSMUSG00000086824	4930448D08Rik	
ENSMUSG00000030525	Chrna7	11441
ENSMUSG00000099351	Gm28776	
ENSMUSG00000090795	Gm7346	
ENSMUSG00000099776	Gm28954	
ENSMUSG00000085932	Gm15556	
ENSMUSG00000086497	Gm15259	
ENSMUSG00000097973	Gm4929	
ENSMUSG00000095436	Gm15254	
ENSMUSG00000039285	Azi2	27215
ENSMUSG00000081367	Gm13265	
ENSMUSG00000091076	Vmn2r115	638102
ENSMUSG00000034105	Tldc1	74347
ENSMUSG00000061082	Plac1	56096
ENSMUSG00000100742	Gm28953	
ENSMUSG00000108971	Gm18210	
ENSMUSG00000098158	Gm4804	
ENSMUSG00000100730	Gm20776	
ENSMUSG00000047905	Gm8566	
ENSMUSG00000094860	Gm3763	100042275
ENSMUSG00000100567	Gm28958	
ENSMUSG00000108013	Gm44052	
ENSMUSG00000028743	Akr7a5	110198
ENSMUSG00000099489	Gm21787	
ENSMUSG00000090000	Ier3ip1	66191
ENSMUSG00000111560	RP23-352M7.1	
ENSMUSG00000100845	Gm28770	
ENSMUSG00000036371	Serbp1	66870
ENSMUSG00000109057	Gm44741	
ENSMUSG00000029001	Fbxo44	230903
ENSMUSG00000030105	Arl8b	67166
ENSMUSG00000104298	Gm38040	
ENSMUSG00000096275	Gm20901	
ENSMUSG00000086428	Gm15199	
ENSMUSG00000101520	Scgb1b12	668381
ENSMUSG00000042447	Mios	252875
ENSMUSG00000108363	Gm44615	
ENSMUSG00000025421	Hdhd2	76987
ENSMUSG00000090966	Vmn2r116	619697
ENSMUSG00000101156	Gm29114	
ENSMUSG00000039620	6430573F11Rik	319582
ENSMUSG00000100815	Gm29112	
ENSMUSG00000027498	Cstf1	67337
ENSMUSG00000084252	Gm12036	
ENSMUSG00000076614	Ighg1	
ENSMUSG00000101771	Gm28176	
ENSMUSG00000102539	Gm37229	
ENSMUSG00000104339	C130089K02Rik	
ENSMUSG00000029563	Foxp2	114142
ENSMUSG00000102147	Gm38055	
ENSMUSG00000091013	Vmn1r1	625823
ENSMUSG00000100757	Gm29613	
ENSMUSG00000102620	Gm37675	
ENSMUSG00000082394	Gm4596	
ENSMUSG00000097654	Gm26714	
ENSMUSG00000102732	Gm37342	
ENSMUSG00000105992	Gm43651	
ENSMUSG00000104363	Gm38081	
ENSMUSG00000056313	1810011O10Rik	69068
ENSMUSG00000000340	Dbt	13171
ENSMUSG00000083404	Gm13019	
ENSMUSG00000061143	Maml3	433586
ENSMUSG00000089829	Gm16565	
ENSMUSG00000055214	Pld5	319455
ENSMUSG00000103768	Gm37856	
ENSMUSG00000093820	Vmn2r21	546912
ENSMUSG00000102830	Gm37012	
ENSMUSG00000094838	Gm20828	100040187
ENSMUSG00000102363	Gm32999	
ENSMUSG00000051392	Olfr1402	258272
ENSMUSG00000047710	Champ1	101994
ENSMUSG00000044062	Plekhd1os	
ENSMUSG00000099008	Gm17976	
ENSMUSG00000024270	Slc39a6	106957
ENSMUSG00000080708	Ccnd3-ps	
ENSMUSG00000102154	Gm37469	
ENSMUSG00000020086	H2afy2	404634
ENSMUSG00000083828	Gm15006	
ENSMUSG00000089992	G6pd2	14380
ENSMUSG00000110499	RP24-219A21.3	
ENSMUSG00000082504	Gm15003	
ENSMUSG00000020601	Trib2	217410
ENSMUSG00000040785	Ttc3	22129
ENSMUSG00000074603	Gm10729	
ENSMUSG00000095702	Gm15005	
ENSMUSG00000084092	Gm5843	
ENSMUSG00000109836	RP24-464B16.1	
ENSMUSG00000033009	Ogfod1	270086
ENSMUSG00000102423	Gm37465	
ENSMUSG00000060049	Olfr235	258681
ENSMUSG00000082421	Gm15004	
ENSMUSG00000102786	Gm38252	
ENSMUSG00000100606	Gm29612	
ENSMUSG00000102808	5430420F09Rik	
ENSMUSG00000081362	Cyp2j7	
ENSMUSG00000038633	Degs1	13244
ENSMUSG00000103784	Gm37526	
ENSMUSG00000103484	Gm38000	
ENSMUSG00000102450	Gm38343	
ENSMUSG00000103284	3110080O07Rik	
ENSMUSG00000104161	Gm20089	
ENSMUSG00000106935	Gm19457	
ENSMUSG00000101319	Gm28957	
ENSMUSG00000103701	Gm10728	
ENSMUSG00000053870	Fpgt	75540
ENSMUSG00000083941	Gm12889	
ENSMUSG00000106950	4930478M09Rik	
ENSMUSG00000093724	Vmn2r-ps32	
ENSMUSG00000097493	9930014A18Rik	
ENSMUSG00000101789	Gm28956	
ENSMUSG00000083901	Gm12885	
ENSMUSG00000106866	Gm43659	
ENSMUSG00000111114	RP24-292K6.1	
ENSMUSG00000081465	Gm12884	
ENSMUSG00000079845	Xlr4a	434794
ENSMUSG00000085660	Gm12434	
ENSMUSG00000100015	Gm28952	
ENSMUSG00000101867	C78334	
ENSMUSG00000106530	Gm42430	
ENSMUSG00000099895	Gm28153	
ENSMUSG00000073242	Dnmt3aos	
ENSMUSG00000072568	Fam84b	399603
ENSMUSG00000053111	Fank1	66930
ENSMUSG00000105285	Gm43238	
ENSMUSG00000025776	Crispld1	83691
ENSMUSG00000074570	Cass4	320664
ENSMUSG00000020830	Vmo1	327956
ENSMUSG00000019370	Calm3	12315
ENSMUSG00000019795	Pcmt1	18537
ENSMUSG00000059049	Frem1	329872
ENSMUSG00000086738	Gm12154	
ENSMUSG00000110185	Igip	109169
ENSMUSG00000020661	Dnmt3a	13435
ENSMUSG00000095486	Vmn2r22	546913
ENSMUSG00000040165	Cd209c	170776
ENSMUSG00000032410	Xrn1	24127
ENSMUSG00000109107	Gm44781	
ENSMUSG00000081690	Gm12317	
ENSMUSG00000030607	Acan	11595
ENSMUSG00000096270	Vmn2r-ps134	
ENSMUSG00000108815	RP23-325D10.3	
ENSMUSG00000101170	Gm29343	
ENSMUSG00000036111	Lmo1	109594
ENSMUSG00000099355	Gm29342	
ENSMUSG00000100719	Gm28786	
ENSMUSG00000103277	Gm37916	
ENSMUSG00000021451	Sema4d	20354
ENSMUSG00000078184	Rbm8a2	
ENSMUSG00000107909	Gm44143	
ENSMUSG00000028124	Gclm	14630
ENSMUSG00000091407	Vmn2r117	619788
ENSMUSG00000040653	Ppp1r14c	76142
ENSMUSG00000108402	9430064I24Rik	
ENSMUSG00000028341	Nr4a3	18124
ENSMUSG00000040029	Ipo8	320727
ENSMUSG00000081945	Olfr607	
ENSMUSG00000081979	Rps8-ps3	
ENSMUSG00000024962	Vegfb	22340
ENSMUSG00000042308	Setd1a	233904
ENSMUSG00000070802	Pnmal2	434128
ENSMUSG00000111765	RP24-279F18.1	
ENSMUSG00000101740	Gm29360	
ENSMUSG00000111207	RP23-462B19.2	
ENSMUSG00000100147	1700047M11Rik	
ENSMUSG00000039163	Cmc1	67899
ENSMUSG00000040714	Klc3	232943
ENSMUSG00000073948	Olfr608	258751
ENSMUSG00000091620	Vmn2r23	435916
ENSMUSG00000074569	Gcnt7	654821
ENSMUSG00000081667	Gm12883	
ENSMUSG00000041141	Pnmal1	71691
ENSMUSG00000111825	RP23-20I24.2	
ENSMUSG00000081803	Gm15282	
ENSMUSG00000108292	Gm44050	
ENSMUSG00000046396	Olfr609	259086
ENSMUSG00000081217	Gm15268	
ENSMUSG00000107799	Gm44051	
ENSMUSG00000027502	Rtfdc1	66404
ENSMUSG00000078576	Gm12886	666921
ENSMUSG00000085125	Gm16070	
ENSMUSG00000036292	Gramd1c	207798
ENSMUSG00000018341	Il12rb2	16162
ENSMUSG00000086196	Gm13571	
ENSMUSG00000031274	Col4a5	12830
ENSMUSG00000026943	Lcn12	77701
ENSMUSG00000107538	Gm44127	
ENSMUSG00000024949	Sf1	22668
ENSMUSG00000021335	Slc17a1	20504
ENSMUSG00000020435	Osbp2	74309
ENSMUSG00000107797	Gm10445	
ENSMUSG00000045584	Olfr610	259085
ENSMUSG00000026980	Ly75	17076
ENSMUSG00000044550	Tceal3	594844
ENSMUSG00000107926	4930504D19Rik	
ENSMUSG00000030983	Bccip	66165
ENSMUSG00000014361	Mertk	17289
ENSMUSG00000026697	Myoc	17926
ENSMUSG00000108348	Gm42372	105247240
ENSMUSG00000104818	Gm43661	
ENSMUSG00000106261	Gm34086	
ENSMUSG00000096584	Olfr611	258722
ENSMUSG00000024511	Rab27b	80718
ENSMUSG00000110273	Gm45369	
ENSMUSG00000029408	Abcb9	56325
ENSMUSG00000062793	Olfr1158	258639
ENSMUSG00000101875	Gm6028	
ENSMUSG00000091060	7420461P10Rik	100038657
ENSMUSG00000094811	Gm21103	105242449
ENSMUSG00000046727	Cystm1	66060
ENSMUSG00000026864	Hspa5	14828
ENSMUSG00000099732	Gm17752	
ENSMUSG00000103085	Gm38120	
ENSMUSG00000081345	Olfr1159-ps1	
ENSMUSG00000083204	Gm13788	
ENSMUSG00000094119	Olfr612	545985
ENSMUSG00000086402	Gm15322	
ENSMUSG00000110223	Gm45489	
ENSMUSG00000084286	Cyp2j15-ps	
ENSMUSG00000087069	Gm13793	
ENSMUSG00000087633	Gm14455	
ENSMUSG00000097044	4933433F19Rik	
ENSMUSG00000042888	Prr30	76627
ENSMUSG00000057359	Gm17494	
ENSMUSG00000084906	Gm13794	
ENSMUSG00000105057	Gm40190	
ENSMUSG00000039640	Mrpl12	56282
ENSMUSG00000027505	Fam209	76426
ENSMUSG00000081757	Gm13798	
ENSMUSG00000072780	Vmn2r24	243628
ENSMUSG00000039756	Dnttip2	99480
ENSMUSG00000111556	RP23-225C11.1	
ENSMUSG00000101220	Gm6717	
ENSMUSG00000083846	Gm13797	
ENSMUSG00000085036	Gm14011	
ENSMUSG00000087605	Gm15742	
ENSMUSG00000041598	Cdc42ep4	56699
ENSMUSG00000047434	Xxylt1	268880
ENSMUSG00000087537	Gm13799	
ENSMUSG00000081344	Gm14303	
ENSMUSG00000072381	Gm10355	
ENSMUSG00000046811	Gltpd2	216871
ENSMUSG00000100020	Gm19086	
ENSMUSG00000104258	Gm37175	
ENSMUSG00000106316	Gm43467	
ENSMUSG00000082327	Gm13801	
ENSMUSG00000081663	Gm11207	
ENSMUSG00000101054	Gm18406	
ENSMUSG00000093392	Gm6061	
ENSMUSG00000104157	Gm38101	
ENSMUSG00000086703	4930507D10Rik	
ENSMUSG00000104574	Gm42836	
ENSMUSG00000040034	Nup43	69912
ENSMUSG00000104554	Gm42835	
ENSMUSG00000028640	Tfap2c	21420
ENSMUSG00000040296	Ddx58	230073
ENSMUSG00000097642	Gm26866	
ENSMUSG00000102356	1700047N06Rik	
ENSMUSG00000099884	Gm8204	
ENSMUSG00000056076	Eif3b	27979
ENSMUSG00000075141	Olfr1160	258643
ENSMUSG00000025917	Cops5	26754
ENSMUSG00000051504	Siglech	233274
ENSMUSG00000028121	Bcar3	29815
ENSMUSG00000100304	Gm28190	
ENSMUSG00000044081	Zfp85os	
ENSMUSG00000073247	Gm10486	100039550
ENSMUSG00000027800	Tm4sf1	17112
ENSMUSG00000014353	Tmem87b	72477
ENSMUSG00000020279	Il9r	16199
ENSMUSG00000041078	Grid1	14803
ENSMUSG00000058331	Zfp85	22746
ENSMUSG00000041670	Rims1	
ENSMUSG00000021357	Exoc2	66482
ENSMUSG00000045150	Olfr1161	258845
ENSMUSG00000105694	Gm43237	
ENSMUSG00000048154	Kmt2d	381022
ENSMUSG00000047544	Olfr616	259103
ENSMUSG00000037999	Arap2	212285
ENSMUSG00000073947	Olfr615	259084
ENSMUSG00000046995	2610303G11Rik	
ENSMUSG00000078624	Olfr613	259104
ENSMUSG00000076615	Ighg3	
ENSMUSG00000102446	Gm17965	
ENSMUSG00000018286	Psmb6	19175
ENSMUSG00000083974	Gm16053	
ENSMUSG00000042010	Acacb	100705
ENSMUSG00000029036	Atad3a	108888
ENSMUSG00000081538	Rps13-ps8	
ENSMUSG00000030647	Ndufc2	68197
ENSMUSG00000103303	Gm37802	
ENSMUSG00000101964	Gm28693	
ENSMUSG00000079476	1700011M02Rik	
ENSMUSG00000080865	Eif1-ps3	
ENSMUSG00000020056	Ccdc53	67282
ENSMUSG00000102960	Gm37943	
ENSMUSG00000031562	Dctd	320685
ENSMUSG00000104248	Gm38152	
ENSMUSG00000028089	Chd1l	68058
ENSMUSG00000083090	Gm11736	
ENSMUSG00000034437	Gm9761	
ENSMUSG00000104021	Gm36536	
ENSMUSG00000108820	Gm44620	
ENSMUSG00000083279	Pex13-ps	
ENSMUSG00000027007	Ssfa2	70599
ENSMUSG00000109237	Gm44642	
ENSMUSG00000008999	Bmp7	12162
ENSMUSG00000081957	Ak3l2-ps	
ENSMUSG00000029522	Pla2g1b	18778
ENSMUSG00000096879	Gm4858	229571
ENSMUSG00000105707	Gm43753	
ENSMUSG00000102911	Gm38017	
ENSMUSG00000099394	Gm9142	
ENSMUSG00000099572	Gm28951	
ENSMUSG00000031242	2610002M06Rik	67028
ENSMUSG00000066438	Plekhd1	217682
ENSMUSG00000103628	Gm37361	
ENSMUSG00000101690	Gm28390	
ENSMUSG00000107120	Gm43059	
ENSMUSG00000091931	AK010878	100233175
ENSMUSG00000083915	Gm13932	
ENSMUSG00000092305	Prps1l1	75456
ENSMUSG00000100657	Gm28862	
ENSMUSG00000062761	Zfp512	269639
ENSMUSG00000094672	Vmn2r25	545874
ENSMUSG00000056763	Cspp1	211660
ENSMUSG00000101292	Gm29496	
ENSMUSG00000044243	Bhlha9	320522
ENSMUSG00000012483	Rpa3	68240
ENSMUSG00000109614	Gm45252	
ENSMUSG00000028671	Gale	74246
ENSMUSG00000109027	Olfr752-ps1	
ENSMUSG00000099662	Ppp1r2-ps2	
ENSMUSG00000003812	Dnase2a	13423
ENSMUSG00000019944	Rhobtb1	69288
ENSMUSG00000102953	Gm37019	
ENSMUSG00000107999	Gm44123	
ENSMUSG00000097682	4930554H23Rik	
ENSMUSG00000105555	Gm43856	
ENSMUSG00000100588	Gm29497	
ENSMUSG00000098530	Gm28051	
ENSMUSG00000100513	Rpl23a-ps11	
ENSMUSG00000034312	Iqsec1	232227
ENSMUSG00000029299	Abcg3	27405
ENSMUSG00000027162	Lin7c	22343
ENSMUSG00000057963	Itpk1	217837
ENSMUSG00000073007	Fam46d	213449
ENSMUSG00000078657	Crnn	381457
ENSMUSG00000066097	Cyp2j11	100066
ENSMUSG00000046138	9930021J03Rik	240613
ENSMUSG00000067882	Casp16-ps	
ENSMUSG00000036186	Fam69b	56279
ENSMUSG00000101842	Gm28391	
ENSMUSG00000097777	Gm16794	
ENSMUSG00000005883	Spo11	26972
ENSMUSG00000101871	Gm28389	
ENSMUSG00000076430	Hus1b	210554
ENSMUSG00000095640	Olfr1434	258680
ENSMUSG00000026411	Tmem9	66241
ENSMUSG00000100919	Gm28655	
ENSMUSG00000022671	Mzt2	72083
ENSMUSG00000105004	Gm43075	
ENSMUSG00000107252	Gm43786	
ENSMUSG00000100559	Gm20803	
ENSMUSG00000049411	Tmem241	338363
ENSMUSG00000100931	Gm28085	
ENSMUSG00000031827	Cotl1	72042
ENSMUSG00000100009	Gm7967	
ENSMUSG00000108022	Gm7298	
ENSMUSG00000101123	Gm28654	
ENSMUSG00000086092	Gm15323	
ENSMUSG00000082781	Rps19-ps14	
ENSMUSG00000053693	Mast1	56527
ENSMUSG00000097657	Gm7389	
ENSMUSG00000104438	Gm37427	
ENSMUSG00000092451	Vmn2r-ps56	
ENSMUSG00000031458	Coprs	66423
ENSMUSG00000032409	Atr	245000
ENSMUSG00000026922	Agpat2	67512
ENSMUSG00000103438	Gm36991	
ENSMUSG00000069085	Dytn	241073
ENSMUSG00000063751	Platr8	
ENSMUSG00000101276	Gm28657	
ENSMUSG00000027959	Sass6	72776
ENSMUSG00000109267	Gm45048	
ENSMUSG00000090726	Gm17421	
ENSMUSG00000100368	Gm28656	
ENSMUSG00000104218	Gm9134	
ENSMUSG00000019762	Iyd	70337
ENSMUSG00000105056	Gm42805	
ENSMUSG00000036151	Tm6sf2	107770
ENSMUSG00000084243	Gm13784	
ENSMUSG00000087515	Gm13554	
ENSMUSG00000106350	Gm4869	101055939
ENSMUSG00000046275	Tusc5	237858
ENSMUSG00000100231	Gm29554	
ENSMUSG00000099739	Gm20804	
ENSMUSG00000026932	Nacc2	67991
ENSMUSG00000021685	Otp	18420
ENSMUSG00000103610	Gm37947	
ENSMUSG00000082821	Gm12880	
ENSMUSG00000024787	Snx15	69024
ENSMUSG00000100874	Gm28598	
ENSMUSG00000096751	Gm28373	
ENSMUSG00000109377	Gm7397	
ENSMUSG00000101689	Gm28599	
ENSMUSG00000041716	Gm20604	100859931
ENSMUSG00000108240	Gm5317	
ENSMUSG00000078575	Gm12887	666927
ENSMUSG00000101911	Gm28381	
ENSMUSG00000101285	Gm28600	
ENSMUSG00000078757	Scgb1b29	384589
ENSMUSG00000083066	Gm12748	
ENSMUSG00000100151	Gm28382	
ENSMUSG00000036599	Chst12	59031
ENSMUSG00000090383	Vmn2r58	628422
ENSMUSG00000106801	Gm42852	
ENSMUSG00000068631	Gm7676	
ENSMUSG00000100006	Gm21971	
ENSMUSG00000097700	Gm26738	
ENSMUSG00000085058	8030453O22Rik	
ENSMUSG00000101958	Gm19085	
ENSMUSG00000083615	Gm12878	
ENSMUSG00000095174	Gm20069	
ENSMUSG00000106822	Gm43533	
ENSMUSG00000096904	Gm3591	
ENSMUSG00000097790	Gm16399	
ENSMUSG00000106858	Gm43844	
ENSMUSG00000096458	Moap1	64113
ENSMUSG00000081077	Gm13899	
ENSMUSG00000038456	Dennd2a	209773
ENSMUSG00000027556	Car1	12346
ENSMUSG00000103471	Gm17966	
ENSMUSG00000097447	Gm26630	
ENSMUSG00000099990	Gm29578	
ENSMUSG00000061455	Stx17	67727
ENSMUSG00000025792	Slc25a10	27376
ENSMUSG00000032013	Trim29	72169
ENSMUSG00000105845	Gm42808	
ENSMUSG00000108198	Gm44823	
ENSMUSG00000093385	A330044P14Rik	
ENSMUSG00000105633	Gm32158	
ENSMUSG00000085252	8430437L04Rik	
ENSMUSG00000095360	Gm3594	100041964
ENSMUSG00000020929	Eftud2	20624
ENSMUSG00000026921	Egfl7	353156
ENSMUSG00000022346	Myc	17869
ENSMUSG00000092328	Vmn2r-ps57	
ENSMUSG00000082119	Cyp2j14-ps	
ENSMUSG00000058700	Rpl21-ps12	
ENSMUSG00000107795	Gm44105	
ENSMUSG00000091776	Gm8340	
ENSMUSG00000036586	Grifin	77998
ENSMUSG00000072738	Gm16440	
ENSMUSG00000073946	Olfr617	258838
ENSMUSG00000024052	Lpin2	64898
ENSMUSG00000027386	Fbln7	70370
ENSMUSG00000091165	Gm17036	
ENSMUSG00000109745	1700018G05Rik	
ENSMUSG00000062588	Gm6104	
ENSMUSG00000041117	Ccdc8	434130
ENSMUSG00000006740	Kif5b	16573
ENSMUSG00000063314	Gm12657	
ENSMUSG00000081986	Gm14841	
ENSMUSG00000104217	Gm37988	
ENSMUSG00000092032	Vmn2r59	628444
ENSMUSG00000028577	Plaa	18786
ENSMUSG00000083775	Gm14837	
ENSMUSG00000073945	Olfr618	259049
ENSMUSG00000081779	Gm21998	
ENSMUSG00000022234	Cct5	12465
ENSMUSG00000067377	Tspan6	56496
ENSMUSG00000033813	Tcea1	21399
ENSMUSG00000084842	Pabpc1l2b-ps	
ENSMUSG00000080774	Gm9143	
ENSMUSG00000092281	Hmgb1-ps7	
ENSMUSG00000103726	Gm30074	
ENSMUSG00000098185	Gm9146	
ENSMUSG00000079467	Gm14966	
ENSMUSG00000086524	Pabpc1l2a-ps	
ENSMUSG00000099686	Gm29460	
ENSMUSG00000103170	Gm37170	
ENSMUSG00000083623	Gm7224	
ENSMUSG00000105452	Gm5276	
ENSMUSG00000103655	Gm37202	
ENSMUSG00000103902	Gm37501	
ENSMUSG00000001508	Sgca	20391
ENSMUSG00000104055	Gm38132	
ENSMUSG00000084341	Gm3928	
ENSMUSG00000099453	Gm18248	
ENSMUSG00000080874	Gm15010	
ENSMUSG00000097402	Gm17399	
ENSMUSG00000084835	Gm12352	
ENSMUSG00000036022	Fam122b	78755
ENSMUSG00000002580	Mien1	103742
ENSMUSG00000103968	2610509F24Rik	
ENSMUSG00000100751	Gm5116	
ENSMUSG00000073944	Olfr619	259080
ENSMUSG00000029844	Hoxa1	15394
ENSMUSG00000082932	Cyp2j8	665095
ENSMUSG00000074502	Ubtfl1	546118
ENSMUSG00000109833	Gm45573	
ENSMUSG00000106415	Gm42893	
ENSMUSG00000106025	Gm42940	
ENSMUSG00000024948	Map4k2	26412
ENSMUSG00000082790	Gm12155	
ENSMUSG00000030335	Mrpl51	66493
ENSMUSG00000027961	Lrrc39	109245
ENSMUSG00000045132	Olfr620	258808
ENSMUSG00000049133	Flg2	229574
ENSMUSG00000041068	4930596D02Rik	239036
ENSMUSG00000091307	Gm8895	
ENSMUSG00000027387	Zc3h8	57432
ENSMUSG00000087658	Hotairm1	
ENSMUSG00000062312	Erbb2	13866
ENSMUSG00000096630	Vmn2r26	56552
ENSMUSG00000086929	Gm11788	
ENSMUSG00000100386	Scgb2b13-ps	
ENSMUSG00000050199	Lgr4	107515
ENSMUSG00000103198	Gm9136	
ENSMUSG00000085427	6430710C18Rik	
ENSMUSG00000102832	Gm5190	
ENSMUSG00000075140	Olfr73	117004
ENSMUSG00000051359	Ncald	52589
ENSMUSG00000026034	Clk1	12747
ENSMUSG00000004296	Il12b	16160
ENSMUSG00000109279	Gm45220	
ENSMUSG00000048574	Gm5593	
ENSMUSG00000095544	Vmn2r-ps33	
ENSMUSG00000031828	Klhl36	234796
ENSMUSG00000109001	Gm45024	
ENSMUSG00000075139	Olfr1162	258105
ENSMUSG00000028088	Fmo5	14263
ENSMUSG00000098161	Platr11	
ENSMUSG00000033439	Trmt13	229780
ENSMUSG00000111843	RP23-272A7.3	
ENSMUSG00000090619	Vmn2r60	637898
ENSMUSG00000025903	Lypla1	18777
ENSMUSG00000039661	Dusp26	66959
ENSMUSG00000038994	Hils1	54388
ENSMUSG00000039361	Picalm	233489
ENSMUSG00000081315	Olfr621-ps1	
ENSMUSG00000082339	Gm14028	
ENSMUSG00000090449	Gm17076	
ENSMUSG00000075137	Olfr1163	258638
ENSMUSG00000091061	4930445B16Rik	
ENSMUSG00000087267	4933427J07Rik	
ENSMUSG00000092257	Gm2308	
ENSMUSG00000094415	Vmn2r-ps34	
ENSMUSG00000091288	Gm17075	
ENSMUSG00000100949	Scgb1b13-ps	
ENSMUSG00000107718	RP23-69L20.2	
ENSMUSG00000095600	Gm9457	
ENSMUSG00000050085	Olfr622	259087
ENSMUSG00000050587	Lrrc4c	241568
ENSMUSG00000075136	Olfr1164	258634
ENSMUSG00000094827	Gm5327	
ENSMUSG00000103008	Gm36468	
ENSMUSG00000028741	Mrto4	69902
ENSMUSG00000021770	Samd8	67630
ENSMUSG00000109063	Gm44961	
ENSMUSG00000081816	Gm15528	
ENSMUSG00000009995	Taz	66826
ENSMUSG00000021589	Rhobtb3	73296
ENSMUSG00000095265	Gm16368	
ENSMUSG00000042851	Zc3h6	78751
ENSMUSG00000052914	Cyp2j6	13110
ENSMUSG00000106721	Gm5442	
ENSMUSG00000045038	Prkce	18754
ENSMUSG00000071207	Gm8587	
ENSMUSG00000093751	Gm3307	
ENSMUSG00000010392	Gosr1	53334
ENSMUSG00000101452	Gm28530	
ENSMUSG00000037470	Uggt1	320011
ENSMUSG00000033510	Otud7a	170711
ENSMUSG00000032456	Nmnat3	74080
ENSMUSG00000021000	Mia2	338320
ENSMUSG00000044997	E130304I02Rik	
ENSMUSG00000090622	A930033H14Rik	320700
ENSMUSG00000044452	Zfp507	668501
ENSMUSG00000107995	Gm44487	
ENSMUSG00000108322	Gm45123	
ENSMUSG00000082871	Gm13263	
ENSMUSG00000082820	Gm13803	
ENSMUSG00000105193	Gm18971	
ENSMUSG00000090248	Gm14027	
ENSMUSG00000102734	Gm37343	
ENSMUSG00000084940	Gm15935	
ENSMUSG00000080802	Gm13804	
ENSMUSG00000093725	Gm18595	
ENSMUSG00000031158	Timm17b	21855
ENSMUSG00000085257	Gm13264	
